"bytes","date_uk","error","evidence_window_end","evidence_window_start","http_status","notes","observed_end","observed_start","output_path","published_at","query","record_count","retrieved_at_uk","retrieved_at_utc","run_ts","sha256","source_name","source_type","status","temporal_role","temporal_validity_warning","url"
"1938","27/05/2026","","","","200","","","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-10-21_2024-10-28/04_ground_aq_providers/raw/waqi_eastbourne_20260527T183706Z.json","","eastbourne","0","2026-05-27T19:38:07.912936+01:00","2026-05-27T18:38:07.912936+00:00","20260527T183706Z","aef9685fd6028f4c1bc58c885a6164af9c96812772d0f084c295147c4b3452f3","WAQI geospatial feed","ground_aq","ok","current_context_only","current/live context only; do not interpret as historical observation","https://api.waqi.info/feed/geo:50.768;0.29/?token=***REDACTED***"
"511","27/05/2026","","","","200","","","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-10-21_2024-10-28/05_weather/raw/openweather_current_eastbourne_20260527T183706Z.json","","eastbourne","0","2026-05-27T19:38:07.957290+01:00","2026-05-27T18:38:07.957290+00:00","20260527T183706Z","b819cbe1b480bcffa52fe13af211c0e96e833569a20cf18955211b97eed8c110","OpenWeather current weather","weather","ok","current_context_only","current/live context only; do not interpret as historical observation","https://api.openweathermap.org/data/2.5/weather?lat=50.768&lon=0.29&appid=6dd68522123c97934487c2a593566e73&units=metric"
"187","27/05/2026","","","","200","","","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-10-21_2024-10-28/04_ground_aq_providers/raw/openweather_airpollution_eastbourne_20260527T183706Z.json","","eastbourne","1","2026-05-27T19:38:08.000091+01:00","2026-05-27T18:38:08.000091+00:00","20260527T183706Z","15761f8a4a752eee1e61211c32d2e1bedf44759a81101432b65ffb8a97b39863","OpenWeather air pollution","ground_aq","ok","historical_observation","","https://api.openweathermap.org/data/2.5/air_pollution?lat=50.768&lon=0.29&appid=6dd68522123c97934487c2a593566e73"
"2052","27/05/2026","","","","200","","","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-10-21_2024-10-28/04_ground_aq_providers/raw/waqi_brighton_20260527T183706Z.json","","brighton","0","2026-05-27T19:38:08.663126+01:00","2026-05-27T18:38:08.663126+00:00","20260527T183706Z","0870555180ffa00476b04522b49eadfee9de9eca809ab68e37144a925e7b743c","WAQI geospatial feed","ground_aq","ok","current_context_only","current/live context only; do not interpret as historical observation","https://api.waqi.info/feed/geo:50.822;-0.137/?token=***REDACTED***"
"498","27/05/2026","","","","200","","","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-10-21_2024-10-28/05_weather/raw/openweather_current_brighton_20260527T183706Z.json","","brighton","0","2026-05-27T19:38:08.708724+01:00","2026-05-27T18:38:08.708724+00:00","20260527T183706Z","6b6733f7598bb02975b029c4da175e86495d07a43e260344553319362a116755","OpenWeather current weather","weather","ok","current_context_only","current/live context only; do not interpret as historical observation","https://api.openweathermap.org/data/2.5/weather?lat=50.822&lon=-0.137&appid=6dd68522123c97934487c2a593566e73&units=metric"
"188","27/05/2026","","","","200","","","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-10-21_2024-10-28/04_ground_aq_providers/raw/openweather_airpollution_brighton_20260527T183706Z.json","","brighton","1","2026-05-27T19:38:08.754439+01:00","2026-05-27T18:38:08.754439+00:00","20260527T183706Z","4bafa2957219cd1b1da7be2b6df34943c99ec9017e01884e47630f16d52ea8cb","OpenWeather air pollution","ground_aq","ok","historical_observation","","https://api.openweathermap.org/data/2.5/air_pollution?lat=50.822&lon=-0.137&appid=6dd68522123c97934487c2a593566e73"
"1938","27/05/2026","","","","200","","","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-10-21_2024-10-28/04_ground_aq_providers/raw/waqi_seaford_control_20260527T183706Z.json","","seaford_control","0","2026-05-27T19:38:09.446618+01:00","2026-05-27T18:38:09.446618+00:00","20260527T183706Z","aef9685fd6028f4c1bc58c885a6164af9c96812772d0f084c295147c4b3452f3","WAQI geospatial feed","ground_aq","ok","current_context_only","current/live context only; do not interpret as historical observation","https://api.waqi.info/feed/geo:50.772;0.102/?token=***REDACTED***"
"508","27/05/2026","","","","200","","","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-10-21_2024-10-28/05_weather/raw/openweather_current_seaford_control_20260527T183706Z.json","","seaford_control","0","2026-05-27T19:38:09.492190+01:00","2026-05-27T18:38:09.492190+00:00","20260527T183706Z","25ca8e73b2411d786905290d6126eb1c80f7086d7c29dd5d1362be521b212cff","OpenWeather current weather","weather","ok","current_context_only","current/live context only; do not interpret as historical observation","https://api.openweathermap.org/data/2.5/weather?lat=50.772&lon=0.102&appid=6dd68522123c97934487c2a593566e73&units=metric"
"188","27/05/2026","","","","200","","","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-10-21_2024-10-28/04_ground_aq_providers/raw/openweather_airpollution_seaford_control_20260527T183706Z.json","","seaford_control","1","2026-05-27T19:38:09.537083+01:00","2026-05-27T18:38:09.537083+00:00","20260527T183706Z","f9990c6ca72692c84b5acef6f7728478d6e699324cba0a221b07a964e0ef8da4","OpenWeather air pollution","ground_aq","ok","historical_observation","","https://api.openweathermap.org/data/2.5/air_pollution?lat=50.772&lon=0.102&appid=6dd68522123c97934487c2a593566e73"
"120","27/05/2026","","","","200","apikey header; lat/lon rounded to 2dp","","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-10-21_2024-10-28/05_metoffice_datahub_weather/metoffice_land_observations_20260527T183706Z.json","","newhaven_nearest","1","2026-05-27T19:38:10.042469+01:00","2026-05-27T18:38:10.042469+00:00","20260527T183706Z","c71f52463f68e9b6af4f871aba4a696cc520326009361b2368d0bac91ee29341","Met Office DataHub land observations","weather","ok","historical_observation","","https://data.hub.api.metoffice.gov.uk/observation-land/1/nearest?lat=50.80&lon=0.06"
"22004","27/05/2026","","","","200","strict cap 1/8; no pagination","","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-10-21_2024-10-28/04_ground_aq_providers/openaq_raw/openaq_locations_newhaven_incinerator_20260527T183706Z.json","","newhaven_incinerator","16","2026-05-27T19:38:10.162851+01:00","2026-05-27T18:38:10.162851+00:00","20260527T183706Z","eb36f844749837c5c7080f1130788f904faf82f04e4869f53c214c107461d44a","OpenAQ v3 locations radius search","ground_aq","ok","historical_observation","","https://api.openaq.org/v3/locations?coordinates=50.796%2C0.055&radius=25000&limit=100"
"24426","27/05/2026","","","","200","strict cap 2/8; no pagination","","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-10-21_2024-10-28/04_ground_aq_providers/openaq_raw/openaq_locations_lewes_20260527T183706Z.json","","lewes","18","2026-05-27T19:38:18.282485+01:00","2026-05-27T18:38:18.282485+00:00","20260527T183706Z","c19081dcf640b4e211670f6732a9c415329403114a51b76f3e1f52eb9d353872","OpenAQ v3 locations radius search","ground_aq","ok","historical_observation","","https://api.openaq.org/v3/locations?coordinates=50.873%2C0.008&radius=25000&limit=100"
"13718","27/05/2026","","","","200","strict cap 3/8; no pagination","","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-10-21_2024-10-28/04_ground_aq_providers/openaq_raw/openaq_locations_eastbourne_20260527T183706Z.json","","eastbourne","11","2026-05-27T19:38:26.570233+01:00","2026-05-27T18:38:26.570233+00:00","20260527T183706Z","6600da89f2488bbfa78439e2b3e34990d0e1751ca18890c2ee3a4ce4e98af536","OpenAQ v3 locations radius search","ground_aq","ok","historical_observation","","https://api.openaq.org/v3/locations?coordinates=50.768%2C0.29&radius=25000&limit=100"
"27264","27/05/2026","","","","200","strict cap 4/8; no pagination","","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-10-21_2024-10-28/04_ground_aq_providers/openaq_raw/openaq_locations_brighton_20260527T183706Z.json","","brighton","20","2026-05-27T19:38:34.699633+01:00","2026-05-27T18:38:34.699633+00:00","20260527T183706Z","e28ee38c0791a1b9821eaf579674d6d24c2d7e2b983713a2705491c48be5cf3d","OpenAQ v3 locations radius search","ground_aq","ok","historical_observation","","https://api.openaq.org/v3/locations?coordinates=50.822%2C-0.137&radius=25000&limit=100"
"20790","27/05/2026","","","","200","strict cap 5/8; no pagination","","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-10-21_2024-10-28/04_ground_aq_providers/openaq_raw/openaq_locations_seaford_control_20260527T183706Z.json","","seaford_control","15","2026-05-27T19:38:42.835441+01:00","2026-05-27T18:38:42.835441+00:00","20260527T183706Z","19d3c6c8770d98f01383882f4fdad53f8e42e1e40eb34ebdc9da1202dc3f5203","OpenAQ v3 locations radius search","ground_aq","ok","historical_observation","","https://api.openaq.org/v3/locations?coordinates=50.772%2C0.102&radius=25000&limit=100"
"524","27/05/2026","","","","","CAMS key present; no data call attempted","","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-10-21_2024-10-28/09_cams/cams_readiness.json","","readiness","1","2026-05-27T19:38:42.836193+01:00","2026-05-27T18:38:42.836193+00:00","20260527T183706Z","f1d236d52e30ea494308cd56ab3cb4a2baf1b05092b0248c8d2bca488c735679","CAMS readiness","atmospheric_model","ok","model_reanalysis","","cams://configured-key-no-endpoint"
"454","27/05/2026","","","","200","optional; contextual only, not reference-grade","","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-10-21_2024-10-28/15_optional_sources/purpleair_sensors_20260527T183706Z.json","","regional_context","2","2026-05-27T19:38:43.695099+01:00","2026-05-27T18:38:43.695099+00:00","20260527T183706Z","0ec5280835c2a144e1ca7db709db6a42d3f28249ea5dbc854071f335d030a9de","PurpleAir sensors regional context","low_cost_sensor_context","ok","current_context_only","current/live context only; do not interpret as historical observation","https://api.purpleair.com/v1/sensors?fields=sensor_index%2Cname%2Clatitude%2Clongitude%2Clast_seen%2Cpm2.5_atm%2Cpm2.5_cf_1&location_type=0&nwlng=-0.2&nwlat=50.98&selng=0.4&selat=50.65&max_age=604800"
"22637","27/05/2026","","","","200","optional search context 1/3","","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-10-21_2024-10-28/15_optional_sources/serpapi_raw/serpapi_Newhaven_Energy_Recovery_Facility_emissions_20260527T183706Z.json","","Newhaven Energy Recovery Facility emissions","0","2026-05-27T19:38:43.748443+01:00","2026-05-27T18:38:43.748443+00:00","20260527T183706Z","bea83db7a0620114d03e236cb3d8b8490aaabbe4f0ab070bedd662295b4cc6fa","SerpAPI Google search","web_search_context","ok","current_context_only","current/live context only; do not interpret as historical observation","https://serpapi.com/search.json?engine=google&q=Newhaven+Energy+Recovery+Facility+emissions&api_key=***REDACTED***&num=10"
"26311","27/05/2026","","","","200","optional search context 2/3","","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-10-21_2024-10-28/15_optional_sources/serpapi_raw/serpapi_BV8067IL_Newhaven_Environment_Agency_20260527T183706Z.json","","BV8067IL Newhaven Environment Agency","0","2026-05-27T19:38:43.790229+01:00","2026-05-27T18:38:43.790229+00:00","20260527T183706Z","f64dbba5d704ba00e31e29b8bfd6ae19b66753017482a15dfdf38e6150a88d10","SerpAPI Google search","web_search_context","ok","current_context_only","current/live context only; do not interpret as historical observation","https://serpapi.com/search.json?engine=google&q=BV8067IL+Newhaven+Environment+Agency&api_key=***REDACTED***&num=10"
"45305","27/05/2026","","","","200","optional search context 3/3","","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-10-21_2024-10-28/15_optional_sources/serpapi_raw/serpapi_Veolia_Newhaven_annual_monitoring_report_20260527T183706Z.json","","Veolia Newhaven annual monitoring report","0","2026-05-27T19:38:43.825462+01:00","2026-05-27T18:38:43.825462+00:00","20260527T183706Z","67c8a4af616a402eedca7ff3850974c4d0fa31e654a5a25821358716f3b7f704","SerpAPI Google search","web_search_context","ok","current_context_only","current/live context only; do not interpret as historical observation","https://serpapi.com/search.json?engine=google&q=Veolia+Newhaven+annual+monitoring+report&api_key=***REDACTED***&num=10"
"45007","27/05/2026","","","","200","optional discovery only","","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-10-21_2024-10-28/15_optional_sources/earthdata_raw/earthdata_cmr_MCD19A2_20260527T183706Z.json","","MCD19A2","0","2026-05-27T19:38:44.157311+01:00","2026-05-27T18:38:44.157311+00:00","20260527T183706Z","b4ff4b317210b49287ec39d023e8215ca78b326271d3930212f3c898e0ff3373","NASA Earthdata CMR granules","satellite_metadata","ok","catalogue_metadata","","https://cmr.earthdata.nasa.gov/search/granules.json?short_name=MCD19A2&temporal=2024-10-21T00%3A00%3A00Z%2C2024-10-28T23%3A59%3A59Z&bounding_box=-0.15%2C50.68%2C0.35%2C50.95&page_size=10"
"32033","27/05/2026","","","","200","optional discovery only","","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-10-21_2024-10-28/15_optional_sources/earthdata_raw/earthdata_cmr_MOD04_L2_20260527T183706Z.json","","MOD04_L2","0","2026-05-27T19:38:44.440458+01:00","2026-05-27T18:38:44.440458+00:00","20260527T183706Z","782e85ff369960d8535f981ec91aa6f0996f71e657b07e75e27c6fb17b3b7325","NASA Earthdata CMR granules","satellite_metadata","ok","catalogue_metadata","","https://cmr.earthdata.nasa.gov/search/granules.json?short_name=MOD04_L2&temporal=2024-10-21T00%3A00%3A00Z%2C2024-10-28T23%3A59%3A59Z&bounding_box=-0.15%2C50.68%2C0.35%2C50.95&page_size=10"
"821","27/05/2026","","","","200","CDSE token readiness only; access token not stored; username/password tried before client credentials","","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-10-21_2024-10-28/15_optional_sources/cdse_auth_readiness.json","","token_probe","1","2026-05-27T19:38:45.202773+01:00","2026-05-27T18:38:45.202773+00:00","20260527T183706Z","a66e83a754c659c8b0897941829e97b4ff94cc9df1b4f0eea6c7d98c350e8d9a","CDSE auth readiness","satellite_auth","ok","current_context_only","current/live context only; do not interpret as historical observation","https://identity.dataspace.copernicus.eu/auth/realms/CDSE/protocol/openid-connect/token"
"165939","27/05/2026","","","","200","","","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-10-21_2024-10-28/06_official_filings/raw/GOV.UK_Newhaven_Energy_Recovery_Facility_annual_monitoring_report_20260527T183706Z.json","","Newhaven Energy Recovery Facility annual monitoring report","50","2026-05-27T19:38:45.877947+01:00","2026-05-27T18:38:45.877947+00:00","20260527T183706Z","da573b9595f077d56fb1afa282697abf38f9c1f62fbf97a1fee7907dae0e4700","GOV.UK search","official_search","ok","reference_document","","https://www.gov.uk/api/search.json?q=Newhaven+Energy+Recovery+Facility+annual+monitoring+report&count=50"
"230","27/05/2026","","","","200","","","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-10-21_2024-10-28/06_official_filings/raw/data.gov.uk_Newhaven_Energy_Recovery_Facility_annual_monitoring_report_20260527T183706Z.json","","Newhaven Energy Recovery Facility annual monitoring report","0","2026-05-27T19:38:46.268248+01:00","2026-05-27T18:38:46.268248+00:00","20260527T183706Z","bdeb10efba8ca93dcfdb9e7a66db6db76305b2ec9d6f5d6595c098682349bc78","data.gov.uk search","official_search","ok","reference_document","","https://ckan.publishing.service.gov.uk/api/3/action/package_search?q=Newhaven+Energy+Recovery+Facility+annual+monitoring+report&rows=50"
"152870","27/05/2026","","","","200","","","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-10-21_2024-10-28/06_official_filings/raw/GOV.UK_BV8067IL_Newhaven_20260527T183706Z.json","","BV8067IL Newhaven","50","2026-05-27T19:38:46.299479+01:00","2026-05-27T18:38:46.299479+00:00","20260527T183706Z","0d2b928708e062328b164cb0be6f0317bd29ed92b1bffeaeb8f1e1f633d15b2c","GOV.UK search","official_search","ok","reference_document","","https://www.gov.uk/api/search.json?q=BV8067IL+Newhaven&count=50"
"230","27/05/2026","","","","200","","","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-10-21_2024-10-28/06_official_filings/raw/data.gov.uk_BV8067IL_Newhaven_20260527T183706Z.json","","BV8067IL Newhaven","0","2026-05-27T19:38:46.576876+01:00","2026-05-27T18:38:46.576876+00:00","20260527T183706Z","bdeb10efba8ca93dcfdb9e7a66db6db76305b2ec9d6f5d6595c098682349bc78","data.gov.uk search","official_search","ok","reference_document","","https://ckan.publishing.service.gov.uk/api/3/action/package_search?q=BV8067IL+Newhaven&rows=50"
"170784","27/05/2026","","","","200","","","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-10-21_2024-10-28/06_official_filings/raw/GOV.UK_Veolia_Newhaven_annual_monitoring_report_20260527T183706Z.json","","Veolia Newhaven annual monitoring report","50","2026-05-27T19:38:46.610798+01:00","2026-05-27T18:38:46.610798+00:00","20260527T183706Z","0b6743e8fcd7b73de7fabf4b72c67847d10ed6bf917a9b6ef54c63c0082033d4","GOV.UK search","official_search","ok","reference_document","","https://www.gov.uk/api/search.json?q=Veolia+Newhaven+annual+monitoring+report&count=50"
"230","27/05/2026","","","","200","","","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-10-21_2024-10-28/06_official_filings/raw/data.gov.uk_Veolia_Newhaven_annual_monitoring_report_20260527T183706Z.json","","Veolia Newhaven annual monitoring report","0","2026-05-27T19:38:46.893140+01:00","2026-05-27T18:38:46.893140+00:00","20260527T183706Z","bdeb10efba8ca93dcfdb9e7a66db6db76305b2ec9d6f5d6595c098682349bc78","data.gov.uk search","official_search","ok","reference_document","","https://ckan.publishing.service.gov.uk/api/3/action/package_search?q=Veolia+Newhaven+annual+monitoring+report&rows=50"
"185793","27/05/2026","","","","200","","","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-10-21_2024-10-28/06_official_filings/raw/GOV.UK_Environment_Agency_Newhaven_energy_recovery_facility_20260527T183706Z.json","","Environment Agency Newhaven energy recovery facility","50","2026-05-27T19:38:46.923810+01:00","2026-05-27T18:38:46.923810+00:00","20260527T183706Z","5dbed248437182d3a811d53b715407399b0a88b57ee93a3b0fdf5d3d8e654869","GOV.UK search","official_search","ok","reference_document","","https://www.gov.uk/api/search.json?q=Environment+Agency+Newhaven+energy+recovery+facility&count=50"
"239491","27/05/2026","","","","200","","","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-10-21_2024-10-28/06_official_filings/raw/data.gov.uk_Environment_Agency_Newhaven_energy_recovery_facility_20260527T183706Z.json","","Environment Agency Newhaven energy recovery facility","12","2026-05-27T19:38:47.476557+01:00","2026-05-27T18:38:47.476557+00:00","20260527T183706Z","6495a3cd8f83796f2352709b7f8023e615d5b1e6569dc142ef01309ef653d36c","data.gov.uk search","official_search","ok","reference_document","","https://ckan.publishing.service.gov.uk/api/3/action/package_search?q=Environment+Agency+Newhaven+energy+recovery+facility&rows=50"
"183873","27/05/2026","","","","200","","","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-10-21_2024-10-28/06_official_filings/raw/GOV.UK_incinerator_annual_monitoring_reporting_data.gov.uk_20260527T183706Z.json","","incinerator annual monitoring reporting data.gov.uk","50","2026-05-27T19:38:47.507158+01:00","2026-05-27T18:38:47.507158+00:00","20260527T183706Z","cca52b99d0196fd53411c94ab0a0a738a9b3199a18f8992b8079605d7fc67980","GOV.UK search","official_search","ok","reference_document","","https://www.gov.uk/api/search.json?q=incinerator+annual+monitoring+reporting+data.gov.uk&count=50"
"338600","27/05/2026","","","","200","","","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-10-21_2024-10-28/06_official_filings/raw/data.gov.uk_incinerator_annual_monitoring_reporting_data.gov.uk_20260527T183706Z.json","","incinerator annual monitoring reporting data.gov.uk","50","2026-05-27T19:38:48.145720+01:00","2026-05-27T18:38:48.145720+00:00","20260527T183706Z","860890d7d6c2dbc69768dac4bdc777cf7b4082a9315d16be110a15cfd111c785","data.gov.uk search","official_search","ok","reference_document","","https://ckan.publishing.service.gov.uk/api/3/action/package_search?q=incinerator+annual+monitoring+reporting+data.gov.uk&rows=50"
"214353","27/05/2026","","","","200","","","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-10-21_2024-10-28/06_official_filings/raw/GOV.UK_UK_PRTR_Newhaven_Veolia_waste_incineration_20260527T183706Z.json","","UK PRTR Newhaven Veolia waste incineration","50","2026-05-27T19:38:48.178304+01:00","2026-05-27T18:38:48.178304+00:00","20260527T183706Z","fd30a43ec4983fd3b9d9106066220d92497f6762501e715bb1c5281b5c0de47f","GOV.UK search","official_search","ok","reference_document","","https://www.gov.uk/api/search.json?q=UK+PRTR+Newhaven+Veolia+waste+incineration&count=50"
