"bytes","date_uk","error","http_status","notes","output_path","query","record_count","retrieved_at_uk","retrieved_at_utc","run_ts","sha256","source_name","source_type","status","url"
"1952","26/05/2026","","200","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-07-29_2024-08-05/04_ground_aq_providers/raw/waqi_eastbourne_20260526T140041Z.json","eastbourne","0","2026-05-26T15:02:10.951322+01:00","2026-05-26T14:02:10.951322+00:00","20260526T140041Z","870d1530844026c2b25473e8d66347b43a9826208c047394f3d29a65abfb41eb","WAQI geospatial feed","ground_aq","ok","https://api.waqi.info/feed/geo:50.768;0.29/?token=***REDACTED***"
"491","26/05/2026","","200","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-07-29_2024-08-05/05_weather/raw/openweather_current_eastbourne_20260526T140041Z.json","eastbourne","0","2026-05-26T15:02:11.179734+01:00","2026-05-26T14:02:11.179734+00:00","20260526T140041Z","a2128c3a150266bb2b52bcf6036709c277071057751950f8aa1bff7dee3c356c","OpenWeather current weather","weather","ok","https://api.openweathermap.org/data/2.5/weather?lat=50.768&lon=0.29&appid=6dd68522123c97934487c2a593566e73&units=metric"
"188","26/05/2026","","200","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-07-29_2024-08-05/04_ground_aq_providers/raw/openweather_airpollution_eastbourne_20260526T140041Z.json","eastbourne","1","2026-05-26T15:02:11.352451+01:00","2026-05-26T14:02:11.352451+00:00","20260526T140041Z","18b26adab9c52c1abaa4fdb2749792afe0c644f1ec7be38791ae7d2f20fc28ac","OpenWeather air pollution","ground_aq","ok","https://api.openweathermap.org/data/2.5/air_pollution?lat=50.768&lon=0.29&appid=6dd68522123c97934487c2a593566e73"
"2057","26/05/2026","","200","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-07-29_2024-08-05/04_ground_aq_providers/raw/waqi_brighton_20260526T140041Z.json","brighton","0","2026-05-26T15:02:11.974924+01:00","2026-05-26T14:02:11.974924+00:00","20260526T140041Z","91b4ac30b5df93a79f44539c642bfcf2a5cca16a0e9a3b60ecfd935b6971f5e4","WAQI geospatial feed","ground_aq","ok","https://api.waqi.info/feed/geo:50.822;-0.137/?token=***REDACTED***"
"497","26/05/2026","","200","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-07-29_2024-08-05/05_weather/raw/openweather_current_brighton_20260526T140041Z.json","brighton","0","2026-05-26T15:02:12.061198+01:00","2026-05-26T14:02:12.061198+00:00","20260526T140041Z","bc30f1a0ea2b5b48fc045d5fa26f361ce7ddb3ebfa41ad372b081528a3f20ea6","OpenWeather current weather","weather","ok","https://api.openweathermap.org/data/2.5/weather?lat=50.822&lon=-0.137&appid=6dd68522123c97934487c2a593566e73&units=metric"
"190","26/05/2026","","200","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-07-29_2024-08-05/04_ground_aq_providers/raw/openweather_airpollution_brighton_20260526T140041Z.json","brighton","1","2026-05-26T15:02:12.241553+01:00","2026-05-26T14:02:12.241553+00:00","20260526T140041Z","b7262e33127ffe861ca2796316947984317ed5341999b9586d0e6038481be48f","OpenWeather air pollution","ground_aq","ok","https://api.openweathermap.org/data/2.5/air_pollution?lat=50.822&lon=-0.137&appid=6dd68522123c97934487c2a593566e73"
"1952","26/05/2026","","200","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-07-29_2024-08-05/04_ground_aq_providers/raw/waqi_seaford_control_20260526T140041Z.json","seaford_control","0","2026-05-26T15:02:12.847502+01:00","2026-05-26T14:02:12.847502+00:00","20260526T140041Z","870d1530844026c2b25473e8d66347b43a9826208c047394f3d29a65abfb41eb","WAQI geospatial feed","ground_aq","ok","https://api.waqi.info/feed/geo:50.772;0.102/?token=***REDACTED***"
"508","26/05/2026","","200","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-07-29_2024-08-05/05_weather/raw/openweather_current_seaford_control_20260526T140041Z.json","seaford_control","0","2026-05-26T15:02:13.623200+01:00","2026-05-26T14:02:13.623200+00:00","20260526T140041Z","c71e52fc3bab67254e07dd45c8a88ba607ec1a895b7749626adf3be87811fb6b","OpenWeather current weather","weather","ok","https://api.openweathermap.org/data/2.5/weather?lat=50.772&lon=0.102&appid=6dd68522123c97934487c2a593566e73&units=metric"
"189","26/05/2026","","200","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-07-29_2024-08-05/04_ground_aq_providers/raw/openweather_airpollution_seaford_control_20260526T140041Z.json","seaford_control","1","2026-05-26T15:02:13.806211+01:00","2026-05-26T14:02:13.806211+00:00","20260526T140041Z","f8c87cd9e829edcf13f25a14deacafed40ffebc5afdabbde17ce286c1996309f","OpenWeather air pollution","ground_aq","ok","https://api.openweathermap.org/data/2.5/air_pollution?lat=50.772&lon=0.102&appid=6dd68522123c97934487c2a593566e73"
"120","26/05/2026","","200","apikey header; lat/lon rounded to 2dp","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-07-29_2024-08-05/05_metoffice_datahub_weather/metoffice_land_observations_20260526T140041Z.json","newhaven_nearest","1","2026-05-26T15:02:14.485436+01:00","2026-05-26T14:02:14.485436+00:00","20260526T140041Z","c71f52463f68e9b6af4f871aba4a696cc520326009361b2368d0bac91ee29341","Met Office DataHub land observations","weather","ok","https://data.hub.api.metoffice.gov.uk/observation-land/1/nearest?lat=50.80&lon=0.06"
"22006","26/05/2026","","200","strict cap 1/8; no pagination","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-07-29_2024-08-05/04_ground_aq_providers/openaq_raw/openaq_locations_newhaven_incinerator_20260526T140041Z.json","newhaven_incinerator","16","2026-05-26T15:02:14.740233+01:00","2026-05-26T14:02:14.740233+00:00","20260526T140041Z","a57f403d5614f4524ce4c1c3ba28408286de7883227049bb75f507c75e3c66de","OpenAQ v3 locations radius search","ground_aq","ok","https://api.openaq.org/v3/locations?coordinates=50.796%2C0.055&radius=25000&limit=100"
"24430","26/05/2026","","200","strict cap 2/8; no pagination","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-07-29_2024-08-05/04_ground_aq_providers/openaq_raw/openaq_locations_lewes_20260526T140041Z.json","lewes","18","2026-05-26T15:02:23.175646+01:00","2026-05-26T14:02:23.175646+00:00","20260526T140041Z","120ed68a124b3e85d3f771c59385ea6bc4c5967febb1f2bb5e7de81a672dce54","OpenAQ v3 locations radius search","ground_aq","ok","https://api.openaq.org/v3/locations?coordinates=50.873%2C0.008&radius=25000&limit=100"
"13720","26/05/2026","","200","strict cap 3/8; no pagination","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-07-29_2024-08-05/04_ground_aq_providers/openaq_raw/openaq_locations_eastbourne_20260526T140041Z.json","eastbourne","11","2026-05-26T15:02:31.369242+01:00","2026-05-26T14:02:31.369242+00:00","20260526T140041Z","39703b72d3f884b3c0bd40ce9a7028ad22885ddd9b5c287195a8fe241608d068","OpenAQ v3 locations radius search","ground_aq","ok","https://api.openaq.org/v3/locations?coordinates=50.768%2C0.29&radius=25000&limit=100"
"27264","26/05/2026","","200","strict cap 4/8; no pagination","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-07-29_2024-08-05/04_ground_aq_providers/openaq_raw/openaq_locations_brighton_20260526T140041Z.json","brighton","20","2026-05-26T15:02:39.769761+01:00","2026-05-26T14:02:39.769761+00:00","20260526T140041Z","0f4fb464687e85f17907c6cbeba2c57712d107d5d427b79ce3d815e56e05620a","OpenAQ v3 locations radius search","ground_aq","ok","https://api.openaq.org/v3/locations?coordinates=50.822%2C-0.137&radius=25000&limit=100"
"20792","26/05/2026","","200","strict cap 5/8; no pagination","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-07-29_2024-08-05/04_ground_aq_providers/openaq_raw/openaq_locations_seaford_control_20260526T140041Z.json","seaford_control","15","2026-05-26T15:02:47.966910+01:00","2026-05-26T14:02:47.966910+00:00","20260526T140041Z","2a374796fc876a90b4e17cf8be0f1db9ae5dfed342ac00cc2d6e90de681f9019","OpenAQ v3 locations radius search","ground_aq","ok","https://api.openaq.org/v3/locations?coordinates=50.772%2C0.102&radius=25000&limit=100"
"524","26/05/2026","","","CAMS key present; no data call attempted","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-07-29_2024-08-05/09_cams/cams_readiness.json","readiness","1","2026-05-26T15:02:47.967631+01:00","2026-05-26T14:02:47.967631+00:00","20260526T140041Z","67d29ca3604947cc6aa5f588988bab2d34ffe692ca1692f61447a82e0e29d523","CAMS readiness","atmospheric_model","ok","cams://configured-key-no-endpoint"
"452","26/05/2026","","200","optional; contextual only, not reference-grade","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-07-29_2024-08-05/15_optional_sources/purpleair_sensors_20260526T140041Z.json","regional_context","2","2026-05-26T15:02:48.173168+01:00","2026-05-26T14:02:48.173168+00:00","20260526T140041Z","6620a4aa6f0a4f45b8e352fcc590427af1022d569bbee18d6c2545e2939413f9","PurpleAir sensors regional context","low_cost_sensor_context","ok","https://api.purpleair.com/v1/sensors?fields=sensor_index%2Cname%2Clatitude%2Clongitude%2Clast_seen%2Cpm2.5_atm%2Cpm2.5_cf_1&location_type=0&nwlng=-0.2&nwlat=50.98&selng=0.4&selat=50.65&max_age=604800"
"41947","26/05/2026","","200","optional search context 1/3","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-07-29_2024-08-05/15_optional_sources/serpapi_raw/serpapi_Newhaven_Energy_Recovery_Facility_emissions_20260526T140041Z.json","Newhaven Energy Recovery Facility emissions","0","2026-05-26T15:02:48.217068+01:00","2026-05-26T14:02:48.217068+00:00","20260526T140041Z","1cb67206c938f413d1c9bba84e6f95623c4bbe9e8a440cf5f1c60934f0952737","SerpAPI Google search","web_search_context","ok","https://serpapi.com/search.json?engine=google&q=Newhaven+Energy+Recovery+Facility+emissions&api_key=***REDACTED***&num=10"
"27226","26/05/2026","","200","optional search context 2/3","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-07-29_2024-08-05/15_optional_sources/serpapi_raw/serpapi_BV8067IL_Newhaven_Environment_Agency_20260526T140041Z.json","BV8067IL Newhaven Environment Agency","0","2026-05-26T15:02:48.258000+01:00","2026-05-26T14:02:48.258000+00:00","20260526T140041Z","af3eaf613db009ab6eb5b149ef0a87b31540cf221440333d0320dcc8aa1212b2","SerpAPI Google search","web_search_context","ok","https://serpapi.com/search.json?engine=google&q=BV8067IL+Newhaven+Environment+Agency&api_key=***REDACTED***&num=10"
"46002","26/05/2026","","200","optional search context 3/3","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-07-29_2024-08-05/15_optional_sources/serpapi_raw/serpapi_Veolia_Newhaven_annual_monitoring_report_20260526T140041Z.json","Veolia Newhaven annual monitoring report","0","2026-05-26T15:02:48.299917+01:00","2026-05-26T14:02:48.299917+00:00","20260526T140041Z","86d381cd345012177d417dff642c080c4597f961eb1a73d6fe124a8e62a6aeb9","SerpAPI Google search","web_search_context","ok","https://serpapi.com/search.json?engine=google&q=Veolia+Newhaven+annual+monitoring+report&api_key=***REDACTED***&num=10"
"45006","26/05/2026","","200","optional discovery only","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-07-29_2024-08-05/15_optional_sources/earthdata_raw/earthdata_cmr_MCD19A2_20260526T140041Z.json","MCD19A2","0","2026-05-26T15:02:48.528219+01:00","2026-05-26T14:02:48.528219+00:00","20260526T140041Z","d29955610b5f1b5f7f42625e2d55d2b5f94997be4f95e699bfd50019c128d471","NASA Earthdata CMR granules","satellite_metadata","ok","https://cmr.earthdata.nasa.gov/search/granules.json?short_name=MCD19A2&temporal=2024-07-29T00%3A00%3A00Z%2C2024-08-05T23%3A59%3A59Z&bounding_box=-0.15%2C50.68%2C0.35%2C50.95&page_size=10"
"32911","26/05/2026","","200","optional discovery only","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-07-29_2024-08-05/15_optional_sources/earthdata_raw/earthdata_cmr_MOD04_L2_20260526T140041Z.json","MOD04_L2","0","2026-05-26T15:02:48.743275+01:00","2026-05-26T14:02:48.743275+00:00","20260526T140041Z","388ed14a344005f6133b5f8a813829e1e9257e10d302f44293a3e5438155c1bf","NASA Earthdata CMR granules","satellite_metadata","ok","https://cmr.earthdata.nasa.gov/search/granules.json?short_name=MOD04_L2&temporal=2024-07-29T00%3A00%3A00Z%2C2024-08-05T23%3A59%3A59Z&bounding_box=-0.15%2C50.68%2C0.35%2C50.95&page_size=10"
"459","26/05/2026","{""error"":""unauthorized_client"",""error_description"":""Invalid client or Invalid client credentials""}","401","token readiness only; access token not stored","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-07-29_2024-08-05/15_optional_sources/cdse_auth_readiness.json","token_probe","1","2026-05-26T15:02:49.514727+01:00","2026-05-26T14:02:49.514727+00:00","20260526T140041Z","44c55685f91b32e0adf8124ff35acb5706979361eb9229f976094e535dcf9777","CDSE auth readiness","satellite_auth","warning","https://identity.dataspace.copernicus.eu/auth/realms/CDSE/protocol/openid-connect/token"
"166664","26/05/2026","","200","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-07-29_2024-08-05/06_official_filings/raw/GOV.UK_Newhaven_Energy_Recovery_Facility_annual_monitoring_report_20260526T140041Z.json","Newhaven Energy Recovery Facility annual monitoring report","50","2026-05-26T15:02:49.549549+01:00","2026-05-26T14:02:49.549549+00:00","20260526T140041Z","10beeac6045ab740156faa6bf77b1ddc237e299a68d1029961dcd639cefed250","GOV.UK search","official_search","ok","https://www.gov.uk/api/search.json?q=Newhaven+Energy+Recovery+Facility+annual+monitoring+report&count=50"
"230","26/05/2026","","200","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-07-29_2024-08-05/06_official_filings/raw/data.gov.uk_Newhaven_Energy_Recovery_Facility_annual_monitoring_report_20260526T140041Z.json","Newhaven Energy Recovery Facility annual monitoring report","0","2026-05-26T15:02:50.006075+01:00","2026-05-26T14:02:50.006075+00:00","20260526T140041Z","bdeb10efba8ca93dcfdb9e7a66db6db76305b2ec9d6f5d6595c098682349bc78","data.gov.uk search","official_search","ok","https://ckan.publishing.service.gov.uk/api/3/action/package_search?q=Newhaven+Energy+Recovery+Facility+annual+monitoring+report&rows=50"
"152861","26/05/2026","","200","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-07-29_2024-08-05/06_official_filings/raw/GOV.UK_BV8067IL_Newhaven_20260526T140041Z.json","BV8067IL Newhaven","50","2026-05-26T15:02:50.036139+01:00","2026-05-26T14:02:50.036139+00:00","20260526T140041Z","ce1a59c7bfb07b01a6b608ebade4f9fc6f16e92bc942f02ffa50ce55993a03a1","GOV.UK search","official_search","ok","https://www.gov.uk/api/search.json?q=BV8067IL+Newhaven&count=50"
"230","26/05/2026","","200","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-07-29_2024-08-05/06_official_filings/raw/data.gov.uk_BV8067IL_Newhaven_20260526T140041Z.json","BV8067IL Newhaven","0","2026-05-26T15:02:50.392826+01:00","2026-05-26T14:02:50.392826+00:00","20260526T140041Z","bdeb10efba8ca93dcfdb9e7a66db6db76305b2ec9d6f5d6595c098682349bc78","data.gov.uk search","official_search","ok","https://ckan.publishing.service.gov.uk/api/3/action/package_search?q=BV8067IL+Newhaven&rows=50"
"170777","26/05/2026","","200","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-07-29_2024-08-05/06_official_filings/raw/GOV.UK_Veolia_Newhaven_annual_monitoring_report_20260526T140041Z.json","Veolia Newhaven annual monitoring report","50","2026-05-26T15:02:50.422669+01:00","2026-05-26T14:02:50.422669+00:00","20260526T140041Z","f8bb8bba537c926dbc1d64b6671d3cb88b702b55b799321f7aa990d27263c48f","GOV.UK search","official_search","ok","https://www.gov.uk/api/search.json?q=Veolia+Newhaven+annual+monitoring+report&count=50"
"230","26/05/2026","","200","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-07-29_2024-08-05/06_official_filings/raw/data.gov.uk_Veolia_Newhaven_annual_monitoring_report_20260526T140041Z.json","Veolia Newhaven annual monitoring report","0","2026-05-26T15:02:50.807217+01:00","2026-05-26T14:02:50.807217+00:00","20260526T140041Z","bdeb10efba8ca93dcfdb9e7a66db6db76305b2ec9d6f5d6595c098682349bc78","data.gov.uk search","official_search","ok","https://ckan.publishing.service.gov.uk/api/3/action/package_search?q=Veolia+Newhaven+annual+monitoring+report&rows=50"
"185792","26/05/2026","","200","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-07-29_2024-08-05/06_official_filings/raw/GOV.UK_Environment_Agency_Newhaven_energy_recovery_facility_20260526T140041Z.json","Environment Agency Newhaven energy recovery facility","50","2026-05-26T15:02:50.842867+01:00","2026-05-26T14:02:50.842867+00:00","20260526T140041Z","57063e8115bac8686c6dbe876e3147de7969447dea7b28ed873e6a3baec4ca03","GOV.UK search","official_search","ok","https://www.gov.uk/api/search.json?q=Environment+Agency+Newhaven+energy+recovery+facility&count=50"
"239491","26/05/2026","","200","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-07-29_2024-08-05/06_official_filings/raw/data.gov.uk_Environment_Agency_Newhaven_energy_recovery_facility_20260526T140041Z.json","Environment Agency Newhaven energy recovery facility","12","2026-05-26T15:02:51.592343+01:00","2026-05-26T14:02:51.592343+00:00","20260526T140041Z","6495a3cd8f83796f2352709b7f8023e615d5b1e6569dc142ef01309ef653d36c","data.gov.uk search","official_search","ok","https://ckan.publishing.service.gov.uk/api/3/action/package_search?q=Environment+Agency+Newhaven+energy+recovery+facility&rows=50"
"181034","26/05/2026","","200","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-07-29_2024-08-05/06_official_filings/raw/GOV.UK_incinerator_annual_monitoring_reporting_data.gov.uk_20260526T140041Z.json","incinerator annual monitoring reporting data.gov.uk","50","2026-05-26T15:02:51.625519+01:00","2026-05-26T14:02:51.625519+00:00","20260526T140041Z","435113f957f8b5465d3973e1ba8fdb76a63c730709b4bfa535c9ff12e739c0a4","GOV.UK search","official_search","ok","https://www.gov.uk/api/search.json?q=incinerator+annual+monitoring+reporting+data.gov.uk&count=50"
"338600","26/05/2026","","200","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-07-29_2024-08-05/06_official_filings/raw/data.gov.uk_incinerator_annual_monitoring_reporting_data.gov.uk_20260526T140041Z.json","incinerator annual monitoring reporting data.gov.uk","50","2026-05-26T15:02:52.508206+01:00","2026-05-26T14:02:52.508206+00:00","20260526T140041Z","16b76a801f0208889acb8ef4c914c4572ae0938202f8e806ff908e749dff8064","data.gov.uk search","official_search","ok","https://ckan.publishing.service.gov.uk/api/3/action/package_search?q=incinerator+annual+monitoring+reporting+data.gov.uk&rows=50"
"214395","26/05/2026","","200","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-07-29_2024-08-05/06_official_filings/raw/GOV.UK_UK_PRTR_Newhaven_Veolia_waste_incineration_20260526T140041Z.json","UK PRTR Newhaven Veolia waste incineration","50","2026-05-26T15:02:52.539200+01:00","2026-05-26T14:02:52.539200+00:00","20260526T140041Z","0f4da1ccca255e70bdb64f84a75c9eb7930262e62196b0530c1056c1c9ff8062","GOV.UK search","official_search","ok","https://www.gov.uk/api/search.json?q=UK+PRTR+Newhaven+Veolia+waste+incineration&count=50"
"230","26/05/2026","","200","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-07-29_2024-08-05/06_official_filings/raw/data.gov.uk_UK_PRTR_Newhaven_Veolia_waste_incineration_20260526T140041Z.json","UK PRTR Newhaven Veolia waste incineration","0","2026-05-26T15:02:52.853027+01:00","2026-05-26T14:02:52.853027+00:00","20260526T140041Z","bdeb10efba8ca93dcfdb9e7a66db6db76305b2ec9d6f5d6595c098682349bc78","data.gov.uk search","official_search","ok","https://ckan.publishing.service.gov.uk/api/3/action/package_search?q=UK+PRTR+Newhaven+Veolia+waste+incineration&rows=50"
"102100","26/05/2026","","200","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-07-29_2024-08-05/06_official_filings/raw/watch_UK_PRTR_20260526T140041Z.html","UK PRTR","1","2026-05-26T15:02:52.883790+01:00","2026-05-26T14:02:52.883790+00:00","20260526T140041Z","3a190564a7941d437dd7a79318d9cde784d4880a1c35dbebd10b4693221de7df","UK PRTR","official_watch_url","ok","https://www.gov.uk/guidance/uk-pollutant-release-and-transfer-register-prtr-data-sets"
"122178","26/05/2026","","200","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-07-29_2024-08-05/06_official_filings/raw/watch_Environment_Agency_20260526T140041Z.html","Environment Agency","1","2026-05-26T15:02:52.917274+01:00","2026-05-26T14:02:52.917274+00:00","20260526T140041Z","09c166b2198e2e6cbb8535a04907a84758ff08dfe4e118a67875b6e0890d7037","Environment Agency","official_watch_url","ok","https://www.gov.uk/government/organisations/environment-agency"
